type,name,request_count,failure_count,median_response_time,average_response_time,min_response_time,max_response_time,average_content_size,rps,fps,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/d,4,0,3,43.415067750174785,1.8724450001172954,110.82016100044711,0.0,0.13068718749245387,0.0,58,58,110,110,110,110,110,110,110,110,110
GET,/d,7,0,41,81.23030714289469,2.188825999837718,223.77900299943576,208.0,0.22870257811179426,0.0,41,53,220,220,220,220,220,220,220,220,220
GET,/d,4,0,3,23.142606500186957,1.5608129997417564,85.45157399930758,0.0,0.13068718749245387,0.0,3,3,85,85,85,85,85,85,85,85,85
GET,/d,2,0,27.060352998887538,114.07797749961901,27.060352998887538,201.09560200035048,220.0,0.06534359374622693,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/d,3,0,110.0,109.5118016661824,2.607873999295407,212.64665199851152,398.0,0.09801539061934039,0.0,110,110,210,210,210,210,210,210,210,210,210
GET,/d,1,0,4.829804000110016,4.829804000110016,4.829804000110016,4.829804000110016,1300.0,0.032671796873113466,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/d,4,0,4,60.14586099990993,1.94738499885716,121.98910900042392,0.0,0.13068718749245387,0.0,110,110,120,120,120,120,120,120,120,120,120
GET,/d,3,0,74,103.35901699969934,2.4297079999087146,233.99831799906678,0.0,0.09801539061934039,0.0,74,74,230,230,230,230,230,230,230,230,230
GET,/d,1,0,2.1854040005564457,2.1854040005564457,2.1854040005564457,2.1854040005564457,0.0,0.032671796873113466,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/d,2,0,3,25.01089600082196,2.520782001738553,47.501009999905364,0.0,0.06534359374622693,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/d,3,0,38,690.1046389994008,7.014159999016556,2024.9579430001177,0.0,0.09801539061934039,0.0,38,38,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/d,3,0,360.0,647.6588806666163,200.71377900057996,1382.3213019986724,0.0,0.09801539061934039,0.0,360,360,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/d,1,0,1709.1045979996125,1709.1045979996125,1709.1045979996125,1709.1045979996125,420.0,0.032671796873113466,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/d,4,0,2,89.72133774932445,1.7803939990699291,318.95883699871774,0.0,0.13068718749245387,0.0,36,36,320,320,320,320,320,320,320,320,320
GET,/d,4,0,100.0,130.60172600035003,1.6705340003682068,299.4176669999433,0.0,0.13068718749245387,0.0,120,120,300,300,300,300,300,300,300,300,300
GET,/d,2,0,3,21.183139500863035,2.87795000076585,39.48832900096022,458.0,0.06534359374622693,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/d,1,0,4.150597000261769,4.150597000261769,4.150597000261769,4.150597000261769,349.0,0.032671796873113466,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/d,3,0,100.0,180.82689466609736,34.929997998915496,406.0587359999772,382.0,0.09801539061934039,0.0,100,100,410,410,410,410,410,410,410,410,410
GET,/d,2,0,60,85.3469160010718,59.92304900064482,110.77078300149878,0.0,0.06534359374622693,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/d,2,0,2,45.83623750022525,1.8577080008981284,89.81476699955238,181.0,0.06534359374622693,0.0,90,90,90,90,90,90,90,90,90,90,90
GET,/d,6,0,71,123.69428366673674,1.69553699925018,270.1402020011301,217.0,0.19603078123868078,0.0,160,160,240,240,270,270,270,270,270,270,270
GET,/d,1,0,101.61375400093675,101.61375400093675,101.61375400093675,101.61375400093675,231.0,0.032671796873113466,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/d,3,0,3,137.73580333266486,2.491866998752812,407.34926299955987,0.0,0.09801539061934039,0.0,3,3,410,410,410,410,410,410,410,410,410
GET,/d,2,0,4.0376649994868785,26.843251999707718,4.0376649994868785,49.64883899992856,344.0,0.06534359374622693,0.0,50,50,50,50,50,50,50,50,50,50,50
GET,/d,3,0,2,18.727846333301084,1.350731001366512,53.21332799940137,474.0,0.09801539061934039,0.0,2,2,53,53,53,53,53,53,53,53,53
GET,/d,2,0,5,34.31494149936043,4.767155998706585,63.862727000014274,501.0,0.06534359374622693,0.0,64,64,64,64,64,64,64,64,64,64,64
GET,/d,1,0,24.3725109994557,24.3725109994557,24.3725109994557,24.3725109994557,458.0,0.032671796873113466,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/d,3,0,180.0,133.82285233334792,4.9118669994641095,218.54328100016573,0.0,0.09801539061934039,0.0,180,180,220,220,220,220,220,220,220,220,220
GET,/d,2,0,3.020145999471424,163.86873400006152,3.020145999471424,324.7173220006516,159.0,0.06534359374622693,0.0,320,320,320,320,320,320,320,320,320,320,320
GET,/d,2,0,162.07534900058818,408.8995640004214,162.07534900058818,655.7237790002546,254.0,0.06534359374622693,0.0,660,660,660,660,660,660,660,660,660,660,660
GET,/d,1,0,2.4781779993645614,2.4781779993645614,2.4781779993645614,2.4781779993645614,201.0,0.032671796873113466,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/d,2,0,3.1920959991111886,74.147762499706,3.1920959991111886,145.10342900030082,465.0,0.06534359374622693,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/d,4,0,74,72.8804402501737,20.906009000100312,111.59532999954536,418.0,0.13068718749245387,0.0,85,85,110,110,110,110,110,110,110,110,110
GET,/d,4,0,6,35.14249050022045,3.102699000010034,103.7136710001505,0.0,0.13068718749245387,0.0,28,28,100,100,100,100,100,100,100,100,100
GET,/d,3,0,130.0,127.08365733427247,102.7712330014765,152.27144900018175,162.0,0.09801539061934039,0.0,130,130,150,150,150,150,150,150,150,150,150
GET,/d,1,0,9.472503001234145,9.472503001234145,9.472503001234145,9.472503001234145,0.0,0.032671796873113466,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/d,2,0,2.480831999491784,53.76957849966857,2.480831999491784,105.05832499984535,351.0,0.06534359374622693,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/d,1,0,3.0490609988191864,3.0490609988191864,3.0490609988191864,3.0490609988191864,255.0,0.032671796873113466,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/d,3,0,3,862.8569273332687,2.0588509996741777,2583.737626000584,386.0,0.09801539061934039,0.0,3,3,2600,2600,2600,2600,2600,2600,2600,2600,2600
GET,/d,2,0,5,21.300158500707767,4.7174990013445495,37.88281800007098,475.0,0.06534359374622693,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/d,7,0,37,110.06667357079485,1.2469459998101229,447.7172419992712,0.0,0.22870257811179426,0.0,37,97,160,160,450,450,450,450,450,450,450
GET,/d,2,0,140.0,219.26798900040012,139.52234300086275,299.0136349999375,0.0,0.06534359374622693,0.0,300,300,300,300,300,300,300,300,300,300,300
GET,/d,5,0,87,102.07393799973943,2.245606998258154,218.8855730000796,0.0,0.16335898436556734,0.0,87,190,190,220,220,220,220,220,220,220,220
GET,/d,4,0,230.0,523.8565117497274,21.80947600027139,1603.6970650002331,0.0,0.13068718749245387,0.0,240,240,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/d,2,0,61.334541998803616,66.71368249953957,61.334541998803616,72.09282300027553,0.0,0.06534359374622693,0.0,72,72,72,72,72,72,72,72,72,72,72
GET,/d,1,0,2.301129999978002,2.301129999978002,2.301129999978002,2.301129999978002,477.0,0.032671796873113466,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/d,1,0,231.08048899848654,231.08048899848654,231.08048899848654,231.08048899848654,128.0,0.032671796873113466,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/d,2,0,312.7988370015373,843.9795515005244,312.7988370015373,1375.1602659995115,0.0,0.06534359374622693,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,/d,2,0,3,4.062318000251253,2.940248001323198,5.184387999179307,0.0,0.06534359374622693,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/d,1,0,3.807536999374861,3.807536999374861,3.807536999374861,3.807536999374861,176.0,0.032671796873113466,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/d,2,0,1.2734159990941407,2.209323999522894,1.2734159990941407,3.1452319999516476,219.0,0.06534359374622693,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/d,4,0,5,67.36640149983941,1.9517839991749497,170.61931299940625,505.0,0.13068718749245387,0.0,92,92,170,170,170,170,170,170,170,170,170
GET,/d,4,0,110.0,218.29152074997182,105.07648499878997,453.22325000051933,312.0,0.13068718749245387,0.0,210,210,450,450,450,450,450,450,450,450,450
GET,/d,5,0,73,97.3990975999186,1.948851000634022,270.00254499944276,0.0,0.16335898436556734,0.0,73,140,140,270,270,270,270,270,270,270,270
GET,/d,1,0,8.614362999651348,8.614362999651348,8.614362999651348,8.614362999651348,176.0,0.032671796873113466,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/d,1,0,229.7590920006769,229.7590920006769,229.7590920006769,229.7590920006769,255.0,0.032671796873113466,0.0,230,230,230,230,230,230,230,230,230,230,230
GET,/d,2,0,4,101.19023649986048,3.7461470001289854,198.63432599959197,0.0,0.06534359374622693,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/d,2,0,2,28.16164550040412,1.9749719995161286,54.34831900129211,0.0,0.06534359374622693,0.0,54,54,54,54,54,54,54,54,54,54,54
GET,/d,2,0,5.451949999041972,58.4062019997873,5.451949999041972,111.36045400053263,230.0,0.06534359374622693,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/d,3,0,38,29.17272533401653,3.8416890001826687,46.02700900068157,433.0,0.09801539061934039,0.0,38,38,46,46,46,46,46,46,46,46,46
GET,/d,2,0,3,48.21045649896405,2.639789998283959,93.78112299964414,428.0,0.06534359374622693,0.0,94,94,94,94,94,94,94,94,94,94,94
GET,/d,3,0,220.0,202.89401500000773,2.2547560001839884,389.372605999597,0.0,0.09801539061934039,0.0,220,220,390,390,390,390,390,390,390,390,390
GET,/d,4,0,3,92.86656999893239,1.5931499983707909,286.9380779993662,217.0,0.13068718749245387,0.0,80,80,290,290,290,290,290,290,290,290,290
GET,/d,4,0,39,110.55799450014092,35.74385899992194,191.39387999894097,439.0,0.13068718749245387,0.0,180,180,190,190,190,190,190,190,190,190,190
GET,/d,1,0,248.9405109990912,248.9405109990912,248.9405109990912,248.9405109990912,138.0,0.032671796873113466,0.0,250,250,250,250,250,250,250,250,250,250,250
GET,/d,2,0,90.08631100005005,108.66789749979944,90.08631100005005,127.24948399954883,700.0,0.06534359374622693,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/d,1,0,55.26868700144405,55.26868700144405,55.26868700144405,55.26868700144405,0.0,0.032671796873113466,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/d,5,0,64,58.4306671997183,2.3271120007848367,126.63229600002524,702.0,0.16335898436556734,0.0,64,70,70,130,130,130,130,130,130,130,130
GET,/d,3,0,6,217.46874966629548,1.8297719998372486,644.7284569985641,218.0,0.09801539061934039,0.0,6,6,640,640,640,640,640,640,640,640,640
GET,/d,4,0,6,12.83295050052402,1.819783999962965,28.166638001493993,788.0,0.13068718749245387,0.0,15,15,28,28,28,28,28,28,28,28,28
GET,/d,5,0,50,157.68424680027238,21.089902000312577,433.8361489990348,0.0,0.16335898436556734,0.0,50,240,240,430,430,430,430,430,430,430,430
GET,/d,2,0,47,57.3052239997196,46.93075599971053,67.67969199972868,0.0,0.06534359374622693,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/d,3,0,180.0,128.8214483338379,3.2331629990949295,199.9743700016552,660.0,0.09801539061934039,0.0,180,180,200,200,200,200,200,200,200,200,200
GET,/d,2,0,52,67.02870100070868,51.898007001000224,82.15939500041713,0.0,0.06534359374622693,0.0,82,82,82,82,82,82,82,82,82,82,82
GET,/d,4,0,250.0,268.0296859994087,115.8946189989365,389.38929899995856,464.0,0.13068718749245387,0.0,310,310,390,390,390,390,390,390,390,390,390
GET,/d,1,0,2.287720999447629,2.287720999447629,2.287720999447629,2.287720999447629,217.0,0.032671796873113466,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/d,3,0,2,11.825386000055005,1.2341649999143556,32.251516000542324,0.0,0.09801539061934039,0.0,2,2,32,32,32,32,32,32,32,32,32
GET,/d,1,0,3.7687049989472143,3.7687049989472143,3.7687049989472143,3.7687049989472143,0.0,0.032671796873113466,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/d,4,0,44,180.4169792499124,4.558331000225735,416.13222300111374,0.0,0.13068718749245387,0.0,260,260,420,420,420,420,420,420,420,420,420
GET,/d,1,0,103.06973499973537,103.06973499973537,103.06973499973537,103.06973499973537,204.0,0.032671796873113466,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/d,2,0,7,91.09736849950423,6.523804999233107,175.67093199977535,0.0,0.06534359374622693,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/d,1,0,270.67099700070685,270.67099700070685,270.67099700070685,270.67099700070685,407.0,0.032671796873113466,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/d,2,0,65,650.597709000067,64.95895499938342,1236.2364630007505,0.0,0.06534359374622693,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/d,3,0,220.0,163.28697933386138,2.7503500004968373,267.68018300026597,222.0,0.09801539061934039,0.0,220,220,270,270,270,270,270,270,270,270,270
GET,/d,3,0,210.0,205.67395433257238,81.65975100018841,327.0457599992369,192.0,0.09801539061934039,0.0,210,210,330,330,330,330,330,330,330,330,330
GET,/d,2,0,22.163501000250108,30.06345800076815,22.163501000250108,37.963415001286194,0.0,0.06534359374622693,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/d,1,0,2.2698419998050667,2.2698419998050667,2.2698419998050667,2.2698419998050667,404.0,0.032671796873113466,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/d,2,0,3,54.390921499361866,2.8139749992988072,105.96786799942493,226.0,0.06534359374622693,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/d,2,0,14.110382999206195,30.99461649890145,14.110382999206195,47.878849998596706,473.0,0.06534359374622693,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/d,3,0,170.0,241.33628499960955,118.18024399872229,436.8141810009547,381.0,0.09801539061934039,0.0,170,170,440,440,440,440,440,440,440,440,440
GET,/d,1,0,4.597511000611121,4.597511000611121,4.597511000611121,4.597511000611121,239.0,0.032671796873113466,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/d,3,0,74,73.74803800000034,58.83184900085325,88.55427299931762,191.0,0.09801539061934039,0.0,74,74,89,89,89,89,89,89,89,89,89
GET,/d,3,0,27,119.55032100013341,26.50183200057654,304.75989600017783,0.0,0.09801539061934039,0.0,27,27,300,300,300,300,300,300,300,300,300
GET,/d,1,0,4.871360000834102,4.871360000834102,4.871360000834102,4.871360000834102,210.0,0.032671796873113466,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/d,2,0,52,106.68363700006012,51.85512400021253,161.5121499999077,226.0,0.06534359374622693,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/d,1,0,209.3188540002302,209.3188540002302,209.3188540002302,209.3188540002302,182.0,0.032671796873113466,0.0,210,210,210,210,210,210,210,210,210,210,210
GET,/d,1,0,3.537320999384974,3.537320999384974,3.537320999384974,3.537320999384974,209.0,0.032671796873113466,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/d,3,0,27,216.0543706674313,2.1948320008959854,619.3871080013196,0.0,0.09801539061934039,0.0,27,27,620,620,620,620,620,620,620,620,620
GET,/d,1,0,312.51213799987454,312.51213799987454,312.51213799987454,312.51213799987454,197.0,0.032671796873113466,0.0,310,310,310,310,310,310,310,310,310,310,310
GET,/d,5,0,80,132.0369781999034,46.53601300014998,313.82222100000945,0.0,0.16335898436556734,0.0,80,170,170,310,310,310,310,310,310,310,310
GET,/d,4,0,4,141.05949699978737,2.9051180008536903,439.66265699964424,617.0,0.13068718749245387,0.0,120,120,440,440,440,440,440,440,440,440,440
GET,/d,2,0,45,166.75328299970715,44.78928199932852,288.7172840000858,491.0,0.06534359374622693,0.0,290,290,290,290,290,290,290,290,290,290,290
GET,/d,3,0,170.0,125.11960466630019,5.868832999112783,203.90811099969142,409.0,0.09801539061934039,0.0,170,170,200,200,200,200,200,200,200,200,200
GET,/d,4,0,19,25.869925749702816,4.524178000792745,42.689154999607126,175.0,0.13068718749245387,0.0,37,37,43,43,43,43,43,43,43,43,43
GET,/d,2,0,2,20.388939499753178,1.8572200006019557,38.9206589989044,399.0,0.06534359374622693,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/d,1,0,2.9213910001999466,2.9213910001999466,2.9213910001999466,2.9213910001999466,226.0,0.032671796873113466,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/d,2,0,2,2.0221849999870756,1.6157089994521812,2.42866100052197,357.0,0.06534359374622693,0.0,2,2,2,2,2,2,2,2,2,2,2
GET,/d,5,0,46,119.3295950000902,1.8581969998194836,382.7052079996065,568.0,0.16335898436556734,0.0,46,160,160,380,380,380,380,380,380,380,380
GET,/d,3,0,5,20.850252666908393,2.0370599995658267,55.965145000300254,0.0,0.09801539061934039,0.0,5,5,56,56,56,56,56,56,56,56,56
GET,/d,2,0,1.1560130005818792,3.5290800005896017,1.1560130005818792,5.902147000597324,220.0,0.06534359374622693,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/d,1,0,193.72797600044578,193.72797600044578,193.72797600044578,193.72797600044578,0.0,0.032671796873113466,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/d,1,0,4.247397999279201,4.247397999279201,4.247397999279201,4.247397999279201,0.0,0.032671796873113466,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/d,1,0,265.30159800131514,265.30159800131514,265.30159800131514,265.30159800131514,711.0,0.032671796873113466,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,/d,6,0,88,114.40228600016174,2.4006549992918735,262.44076100010716,0.0,0.19603078123868078,0.0,120,120,150,150,260,260,260,260,260,260,260
GET,/d,3,0,6,18.674161333668355,1.6418289997091051,48.850204000700614,227.0,0.09801539061934039,0.0,6,6,49,49,49,49,49,49,49,49,49
GET,/d,4,0,3,20.39688400009254,1.5371370009233942,73.5940609993122,462.0,0.13068718749245387,0.0,3,3,74,74,74,74,74,74,74,74,74
GET,/d,3,0,310.0,291.90768033307296,211.71287399920402,355.10952199911117,172.0,0.09801539061934039,0.0,310,310,360,360,360,360,360,360,360,360,360
GET,/d,4,0,54,129.01371000043582,3.5510800007614307,306.70497600112867,0.0,0.13068718749245387,0.0,150,150,310,310,310,310,310,310,310,310,310
GET,/d,3,0,8,216.0995580003752,3.5790860001725378,636.3739740008896,238.0,0.09801539061934039,0.0,8,8,640,640,640,640,640,640,640,640,640
GET,/d,3,0,110.0,128.2030736674642,2.487467001628829,269.31810099995346,0.0,0.09801539061934039,0.0,110,110,270,270,270,270,270,270,270,270,270
GET,/d,1,0,34.694773001319845,34.694773001319845,34.694773001319845,34.694773001319845,210.0,0.032671796873113466,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,/d,3,0,5,26.922858666997247,3.6529080007312587,71.67391499933728,1258.0,0.09801539061934039,0.0,5,5,72,72,72,72,72,72,72,72,72
GET,/d,1,0,568.6910690001241,568.6910690001241,568.6910690001241,568.6910690001241,422.0,0.032671796873113466,0.0,570,570,570,570,570,570,570,570,570,570,570
GET,/d,8,0,3,346.62139700003536,1.7146730006061262,2100.925979000749,0.0,0.26137437498490773,0.0,170,220,270,270,2100,2100,2100,2100,2100,2100,2100
GET,/d,4,0,3,101.97072999972079,2.8530859999591485,397.9149629994936,0.0,0.13068718749245387,0.0,4,4,400,400,400,400,400,400,400,400,400
GET,/d,3,0,3,52.105459333688486,2.365174999795272,151.1523130011483,0.0,0.09801539061934039,0.0,3,3,150,150,150,150,150,150,150,150,150
GET,/d,2,0,120.0,160.32491650094016,117.98915800136456,202.66067500051577,746.0,0.06534359374622693,0.0,200,200,200,200,200,200,200,200,200,200,200
GET,/d,3,0,80,150.18780466683288,79.4818899994425,290.8554750010808,0.0,0.09801539061934039,0.0,80,80,290,290,290,290,290,290,290,290,290
GET,/d,7,0,3,95.14307885729067,1.8995430000359192,400.94069600127114,221.0,0.22870257811179426,0.0,3,8,250,250,400,400,400,400,400,400,400
GET,/d,4,0,160.0,187.96448149987555,2.823823000653647,407.49341499940783,0.0,0.13068718749245387,0.0,180,180,410,410,410,410,410,410,410,410,410
GET,/d,2,0,192.46587399902637,226.47850699922856,192.46587399902637,260.49113999943074,0.0,0.06534359374622693,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/d,1,0,64.79517699881399,64.79517699881399,64.79517699881399,64.79517699881399,223.0,0.032671796873113466,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/d,2,0,2.1661270002368838,3.048780999961309,2.1661270002368838,3.9314349996857345,178.0,0.06534359374622693,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/d,5,0,220.0,213.6890742000105,2.364267000302789,356.9292360007239,0.0,0.16335898436556734,0.0,220,270,270,360,360,360,360,360,360,360,360
GET,/d,1,0,5.8707190000859555,5.8707190000859555,5.8707190000859555,5.8707190000859555,236.0,0.032671796873113466,0.0,6,6,6,6,6,6,6,6,6,6,6
